Record Length,1024,Points,0.0,-16.9691010,
Sample Interval,12.3303347,Hz,12.3303347,-14.5691013,
Trigger Point,0.0,Samples,24.66066933,-20.96910095,
,,,36.99100494,-55.369102478,
,,,49.32133865,-60.969100952,
,,,61.651672363,-60.969100952,
Source,MATH,,73.982009888,-60.969100952,
Vertical Units,dB,,86.312339783,-60.969100952,
Vertical Scale,10.0000001,,98.642677307,-60.969100952,
Vertical Offset,-20,9691,,110.9730148,-60.969100952,
Horizontal Units,Hz,,123.3033447,-60.969100952,
Horizontal Scale,1.2626263E3,,135.6336823,-60.969100952,
Pt Fmt,Y,,147.9640198,-60.969100952,
Yzero,0.0,,160.29435730,-60.969100952,
,,,172.62467957,-60.969100952,
,,,184.95501709,-60.969100952,
Note,TDS 2012C - 12:17:00 a. m.   30/07/2025,,197.28535461,-60.969100952,
,,,209.61569214,-60.969100952,
,,,221.94602966,-60.969100952,
,,,234.27635193,-58.569103241,
,,,246.60668945,-54.56910324,
,,,258.93704224,-54.56910324,
,,,271.26736450,-54.56910324,
,,,283.59768677,-60.969100952,
,,,295.92803955,-60.969100952,
,,,308.25836182,-60.969100952,
,,,320.58871460,-60.969100952,
,,,332.91903687,-60.969100952,
,,,345.24935913,-60.969100952,
,,,357.57971191,-60.969100952,
,,,369.91003418,-58.569103241,
,,,382.24038696,-54.56910324,
,,,394.57070923,-60.969100952,
,,,406.901031494,-60.969100952,
,,,419.231384277,-60.969100952,
,,,431.561706543,-60.969100952,
,,,443.892059326,-60.969100952,
,,,456.222381592,-60.969100952,
,,,468.552703857,-60.969100952,
,,,480.883056641,-60.969100952,
,,,493.213378906,-60.969100952,
,,,505.543731689,-60.969100952,
,,,517.874084473,-58.569103241,
,,,530.204406738,-60.969100952,
,,,542.534729004,-60.969100952,
,,,554.865051270,-60.969100952,
,,,567.195373535,-58.569103241,
,,,579.525756836,-60.969100952,
,,,591.856079102,-58.569103241,
,,,604.186401367,-60.969100952,
,,,616.516723633,-58.569103241,
,,,628.847045898,-60.969100952,
,,,641.177429199,-58.569103241,
,,,653.507751465,-58.569103241,
,,,665.838073730,-54.56910324,
,,,678.168395996,-55.369102478,
,,,690.498718262,-58.569103241,
,,,702.829101563,-60.969100952,
,,,715.159423828,-60.969100952,
,,,727.489746094,-60.969100952,
,,,739.820068359,-58.569103241,
,,,752.150390625,-60.969100952,
,,,764.480773926,-58.569103241,
,,,776.811096191,-60.969100952,
,,,789.141418457,-60.969100952,
,,,801.471740723,-60.969100952,
,,,813.802062988,-58.569103241,
,,,826.132446289,-60.969100952,
,,,838.462768555,-60.969100952,
,,,850.793090820,-60.969100952,
,,,863.123413086,-60.969100952,
,,,875.453735352,-60.969100952,
,,,887.784118652,-60.969100952,
,,,900.114440918,-60.969100952,
,,,912.444763184,-60.969100952,
,,,924.775085449,-55.369102478,
,,,937.105407715,-55.369102478,
,,,949.435791016,-51.36910248,
,,,961.766113281,-37.76910019,
,,,974.096435547,-9.769101143,
,,,986.426757813,-1.7691007,
,,,998.757080078,-1.3691007,
,,,1.0110875E3,-1.3691007,
,,,1.0234178E3,-6.96910095,
,,,1.0357482E3,-35.36910248,
,,,1.0480785E3,-47.36910248,
,,,1.0604089E3,-51.36910248,
,,,1.0727392E3,-54.56910324,
,,,1.0850695E3,-55.369102478,
,,,1.0973998E3,-60.969100952,
,,,1.1097302E3,-60.969100952,
,,,1.1220605E3,-60.969100952,
,,,1.1343908E3,-58.569103241,
,,,1.1467211E3,-60.969100952,
,,,1.1590516E3,-60.969100952,
,,,1.1713819E3,-60.969100952,
,,,1.1837122E3,-60.969100952,
,,,1.1960425E3,-60.969100952,
,,,1.2083729E3,-60.969100952,
,,,1.2207032E3,-60.969100952,
,,,1.2330335E3,-60.969100952,
,,,1.2453638E3,-60.969100952,
,,,1.2576942E3,-55.369102478,
,,,1.2700245E3,-55.369102478,
,,,1.2823549E3,-58.569103241,
,,,1.2946852E3,-60.969100952,
,,,1.3070156E3,-58.569103241,
,,,1.3193459E3,-60.969100952,
,,,1.3316762E3,-60.969100952,
,,,1.3440065E3,-60.969100952,
,,,1.3563369E3,-60.969100952,
,,,1.3686672E3,-58.569103241,
,,,1.3809975E3,-55.369102478,
,,,1.3933278E3,-60.969100952,
,,,1.4056583E3,-60.969100952,
,,,1.4179886E3,-60.969100952,
,,,1.4303189E3,-60.969100952,
,,,1.4426492E3,-55.369102478,
,,,1.4549796E3,-58.569103241,
,,,1.4673099E3,-51.76910019,
,,,1.4796402E3,-49.36910248,
,,,1.4919705E3,-49.36910248,
,,,1.5043009E3,-51.76910019,
,,,1.5166312E3,-55.369102478,
,,,1.5289616E3,-58.569103241,
,,,1.5412919E3,-60.969100952,
,,,1.5536223E3,-60.969100952,
,,,1.5659526E3,-60.969100952,
,,,1.5782829E3,-60.969100952,
,,,1.5906132E3,-60.969100952,
,,,1.6029436E3,-58.569103241,
,,,1.6152739E3,-60.969100952,
,,,1.6276042E3,-60.969100952,
,,,1.6399346E3,-60.969100952,
,,,1.6522650E3,-60.969100952,
,,,1.6645953E3,-60.969100952,
,,,1.6769256E3,-60.969100952,
,,,1.6892559E3,-58.569103241,
,,,1.7015863E3,-60.969100952,
,,,1.7139166E3,-60.969100952,
,,,1.7262469E3,-58.569103241,
,,,1.7385772E3,-55.369102478,
,,,1.7509076E3,-55.369102478,
,,,1.7632380E3,-60.969100952,
,,,1.7755683E3,-60.969100952,
,,,1.7878986E3,-60.969100952,
,,,1.8002290E3,-60.969100952,
,,,1.8125593E3,-60.969100952,
,,,1.8248896E3,-60.969100952,
,,,1.8372199E3,-60.969100952,
,,,1.8495503E3,-58.569103241,
,,,1.8618806E3,-58.569103241,
,,,1.8742109E3,-60.969100952,
,,,1.8865413E3,-60.969100952,
,,,1.8988717E3,-60.969100952,
,,,1.9112020E3,-60.969100952,
,,,1.9235323E3,-60.969100952,
,,,1.9358626E3,-60.969100952,
,,,1.9481930E3,-58.569103241,
,,,1.9605233E3,-58.569103241,
,,,1.9728536E3,-58.569103241,
,,,1.9851839E3,-60.969100952,
,,,1.9975143E3,-58.569103241,
,,,2.0098447E3,-58.569103241,
,,,2.0221750E3,-58.569103241,
,,,2.0345053E3,-60.969100952,
,,,2.0468357E3,-58.569103241,
,,,2.0591659E3,-60.969100952,
,,,2.0714964E3,-60.969100952,
,,,2.0838268E3,-60.969100952,
,,,2.0961571E3,-60.969100952,
,,,2.1084874E3,-60.969100952,
,,,2.1208177E3,-60.969100952,
,,,2.1331481E3,-60.969100952,
,,,2.1454784E3,-60.969100952,
,,,2.1578087E3,-58.569103241,
,,,2.1701390E3,-60.969100952,
,,,2.1824693E3,-58.569103241,
,,,2.1947997E3,-54.56910324,
,,,2.2071300E3,-54.56910324,
,,,2.2194603E3,-58.569103241,
,,,2.2317906E3,-54.56910324,
,,,2.2441210E3,-54.56910324,
,,,2.2564513E3,-54.56910324,
,,,2.2687816E3,-54.56910324,
,,,2.2811119E3,-58.569103241,
,,,2.2934422E3,-58.569103241,
,,,2.3057726E3,-60.969100952,
,,,2.3181031E3,-60.969100952,
,,,2.3304335E3,-58.569103241,
,,,2.3427638E3,-60.969100952,
,,,2.3550941E3,-60.969100952,
,,,2.3674244E3,-60.969100952,
,,,2.3797548E3,-60.969100952,
,,,2.3920851E3,-60.969100952,
,,,2.4044154E3,-60.969100952,
,,,2.4167457E3,-60.969100952,
,,,2.4290760E3,-60.969100952,
,,,2.4414064E3,-60.969100952,
