Record Length,1024,Points,0.0,-1.7896999,
Sample Interval,12.3303347,Hz,12.3303347,610.300064087E-3,
Trigger Point,0.0,Samples,24.66066933,-5.78970003,
,,,36.99100494,-56.189701080,
,,,49.32133865,-61.389701843,
,,,61.651672363,-60.589702606,
Source,MATH,,73.982009888,-64.589698792,
Vertical Units,dB,,86.312339783,-60.589702606,
Vertical Scale,10.0000001,,98.642677307,-61.389701843,
Vertical Offset,-26,9897,,110.9730148,-66.989700317,
Horizontal Units,Hz,,123.3033447,-64.589698792,
Horizontal Scale,1.2626263E3,,135.6336823,-64.589698792,
Pt Fmt,Y,,147.9640198,-66.989700317,
Yzero,0.0,,160.29435730,-60.589702606,
,,,172.62467957,-57.389701843,
,,,184.95501709,-66.989700317,
Note,TDS 2012C - 12:48:37 a. m.   30/07/2025,,197.28535461,-58.589702606,
,,,209.61569214,-60.589702606,
,,,221.94602966,-48.98970032,
,,,234.27635193,-44.18970108,
,,,246.60668945,-40.98970032,
,,,258.93704224,-40.98970032,
,,,271.26736450,-48.58969879,
,,,283.59768677,-60.589702606,
,,,295.92803955,-57.789699554,
,,,308.25836182,-60.589702606,
,,,320.58871460,-64.589698792,
,,,332.91903687,-66.989700317,
,,,345.24935913,-66.989700317,
,,,357.57971191,-66.989700317,
,,,369.91003418,-58.589702606,
,,,382.24038696,-57.789699554,
,,,394.57070923,-66.989700317,
,,,406.901031494,-66.989700317,
,,,419.231384277,-66.989700317,
,,,431.561706543,-57.789699554,
,,,443.892059326,-57.789699554,
,,,456.222381592,-56.189701080,
,,,468.552703857,-53.38970184,
,,,480.883056641,-40.98970032,
,,,493.213378906,-38.98970032,
,,,505.543731689,-37.38970184,
,,,517.874084473,-40.98970032,
,,,530.204406738,-53.38970184,
,,,542.534729004,-61.389701843,
,,,554.865051270,-60.589702606,
,,,567.195373535,-64.589698792,
,,,579.525756836,-66.989700317,
,,,591.856079102,-64.589698792,
,,,604.186401367,-64.589698792,
,,,616.516723633,-66.989700317,
,,,628.847045898,-61.389701843,
,,,641.177429199,-60.589702606,
,,,653.507751465,-66.989700317,
,,,665.838073730,-60.589702606,
,,,678.168395996,-60.589702606,
,,,690.498718262,-57.789699554,
,,,702.829101563,-60.589702606,
,,,715.159423828,-60.589702606,
,,,727.489746094,-35.78969955,
