Record Length,1024,Points,0.0,-8.189700127,
Sample Interval,12.3303347,Hz,12.3303347,-5.78970003,
Trigger Point,0.0,Samples,24.66066933,-12.1897001,
,,,36.99100494,-37.78969955,
,,,49.32133865,-42.58969879,
,,,61.651672363,-44.98970032,
Source,MATH,,73.982009888,-44.58969879,
Vertical Units,dB,,86.312339783,-46.58969879,
Vertical Scale,10.0000001,,98.642677307,-48.98970032,
Vertical Offset,-26,9897,,110.9730148,-48.18970108,
Horizontal Units,Hz,,123.3033447,-48.98970032,
Horizontal Scale,1.2626263E3,,135.6336823,-50.58969879,
Pt Fmt,Y,,147.9640198,-48.98970032,
Yzero,0.0,,160.29435730,-46.98970032,
,,,172.62467957,-47.78969955,
,,,184.95501709,-44.58969879,
Note,TDS 2012C - 12:59:11 a. m.   30/07/2025,,197.28535461,-41.78969955,
,,,209.61569214,-39.78969955,
,,,221.94602966,-50.18970108,
,,,234.27635193,-30.58970070,
,,,246.60668945,-25.78969955,
,,,258.93704224,-25.38969994,
,,,271.26736450,-26.58970070,
,,,283.59768677,-35.38970184,
,,,295.92803955,-43.38970184,
,,,308.25836182,-42.98970032,
,,,320.58871460,-45.78969955,
,,,332.91903687,-46.58969879,
,,,345.24935913,-45.78969955,
,,,357.57971191,-46.18970108,
,,,369.91003418,-47.38970184,
,,,382.24038696,-46.58969879,
,,,394.57070923,-46.18970108,
,,,406.901031494,-46.98970032,
,,,419.231384277,-45.78969955,
,,,431.561706543,-43.38970184,
,,,443.892059326,-43.38970184,
,,,456.222381592,-40.98970032,
,,,468.552703857,-34.58969879,
,,,480.883056641,-31.38969994,
,,,493.213378906,-31.38969994,
,,,505.543731689,-33.38970184,
,,,517.874084473,-38.18970108,
,,,530.204406738,-38.18970108,
,,,542.534729004,-39.78969955,
,,,554.865051270,-43.38970184,
,,,567.195373535,-45.78969955,
,,,579.525756836,-44.58969879,
,,,591.856079102,-45.78969955,
,,,604.186401367,-47.38970184,
,,,616.516723633,-46.58969879,
